Database,Keyword,Seed keyword,Page,Topic,Page type,Tags,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend,Click potential,Content references,Competitors
us,upscale swiss watch,luxury watch,,,,luxury watch brands,50,27,1.37,0.11,167,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, Things To Know, AI Overview, Site Links, Video","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00",20,,
us,very expensive watches for men,luxury watch,,,,luxury watch brands,50,16,0.51,1.00,167,"Informational, Commercial","Related Searches, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products","0.03,0.19,0.53,0.15,0.15,0.07,1.00,0.03,0.03,0.00,0.00,0.00",20,,
us,luxury watch logos,luxury watch,,,,luxury watch brands,70,15,0.00,0.01,166,Informational,"Related Searches, Image Pack, Video, Image, Video Carousel, People Also Ask","0.35,0.50,0.21,0.35,0.64,0.50,0.50,0.64,0.50,0.00,0.50,0.00",90,,
us,luxury watches ranked,luxury watch,,,,luxury watch brands,70,25,0.09,0.34,155,"Informational, Commercial","AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.45,0.36,0.27,0.45,0.45,0.63,1.00,0.81,0.36,0.36,0.81,0.36",20,,
us,most elite watch brands,luxury watch,,,,luxury watch brands,90,27,0.58,0.81,191,Informational,"Image, Video Carousel, People Also Ask, Popular Products, Discussions And Forums, Video, Related Searches, AI Overview, Site Links","0.29,0.41,0.41,0.64,0.64,1.00,0.52,0.82,0.52,0.52,0.82,0.64",20,,
us,rolex other watch brands,luxury watch,,,,luxury watch brands,40,17,0.00,1.00,151,Informational,"Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video","0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",20,,
us,what are the top luxury watch brands,luxury watch,,,,luxury watch brands,30,26,0.62,0.95,267000000,Informational,"Video, Image, People Also Ask, Related Searches, AI Overview, Site Links","0.18,0.27,0.18,0.18,0.18,0.45,0.27,0.27,0.36,0.18,0.27,0.36",20,,
us,highest end watch brands,luxury watch,,,,luxury watch brands,30,23,0.94,1.00,164,Informational,"People Also Ask, Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Video, Image","0.01,0.15,0.02,0.05,0.02,0.01,0.02,0.01,0.01,1.00,0.02,0.19",20,,
us,the most expensive watch company,luxury watch,,,,luxury watch brands,70,27,0.00,0.67,109,"Informational, Commercial","Site Links, Reviews, Video, Video Carousel, People Also Ask, Popular Products, Image, Related Searches, AI Overview","0.50,0.50,0.50,0.35,0.50,0.64,0.64,1.00,0.64,0.50,0.50,0.50",20,,
us,high end watch brands ranking,luxury watch,,,,luxury watch brands,70,29,0.00,1.00,676000000,"Informational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02",20,,
us,most luxury watches,luxury watch,,,,luxury watch brands,40,21,0.92,0.87,177,"Informational, Commercial","Related Searches, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask","0.19,0.14,0.23,0.19,0.19,0.19,0.19,0.23,0.23,0.14,0.04,0.23",20,,
us,famous swiss watch companies,luxury watch,,,,luxury watch brands,30,28,0.60,1.00,38100000,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.11,0.64,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",20,,
us,highest watch brands,luxury watch,,,,luxury watch brands,90,23,0.63,1.00,890000000,Informational,"Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches, AI Overview","0.00,0.00,0.00,0.00,0.00,0.12,0.29,0.00,0.00,0.00,0.00,0.00",20,,
us,mid range luxury watch brands,luxury watch,,,,luxury watch brands,90,19,0.87,1.00,149,"Informational, Commercial","Image, People Also Ask, Related Searches, Short Videos, AI Overview, Site Links, Video","0.41,0.41,0.52,0.41,0.29,0.64,1.00,0.82,0.52,0.52,0.64,0.52",20,,
us,most expensive watch for men,luxury watch,,,,luxury watch brands,90,19,0.44,1.00,170,"Informational, Commercial","Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video, Image","0.09,0.07,0.09,0.07,0.05,0.07,0.09,0.14,0.07,0.17,0.07,0.05",20,,
us,most popular luxury watches for men,luxury watch,,,,luxury watch brands,70,25,1.41,1.00,108000000,Informational,"Site Links, Video, Video Carousel, Discussions And Forums, Image, People Also Ask, Related Searches, Short Videos, AI Overview","0.78,0.35,0.64,0.64,0.35,0.50,0.50,0.50,1.00,0.78,0.28,0.28",20,,
us,most renowned watch brands,luxury watch,,,,luxury watch brands,90,27,0.58,0.81,187,"Informational, Commercial","Site Links, Video, People Also Ask, Related Searches, AI Overview","0.35,0.50,0.50,0.78,0.78,1.00,0.78,1.00,0.64,0.64,0.78,0.78",20,,
us,the most expensive watch brand,luxury watch,,,,luxury watch brands,90,25,0.39,0.94,94,Informational,"Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.05,0.03,0.02,0.02,0.03",20,,
us,watches more expensive than rolex,luxury watch,,,,luxury watch brands,90,21,0.02,0.61,151,Informational,"Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches","0.28,0.23,0.28,0.28,0.17,0.23,0.23,0.28,0.28,0.23,0.23,0.28",20,,
us,good name brand watches,luxury watch,,,,luxury watch brands,30,28,0.93,1.00,273000000,"Informational, Commercial","Site Links, Popular Products, Related Searches, Discussions And Forums, AI Overview, Video, Image, Video Carousel, People Also Ask","0.14,0.14,0.14,0.14,0.14,0.14,0.14,1.00,0.14,0.14,0.78,0.14",20,,
us,luxury watch categories,luxury watch,,,,luxury watch brands,50,16,0.00,0.30,180,Informational,"Image, Video Carousel, People Also Ask, Related Searches, Image Pack, Site Links, Reviews, Video","0.52,0.52,0.14,0.09,0.14,0.09,0.80,0.66,0.09,0.09,0.09,0.09",20,,
us,most expensive brand of watch,luxury watch,,,,luxury watch brands,50,21,0.47,0.93,96,Informational,"Related Searches, AI Overview, Site Links, Video, Image, People Also Ask","0.06,0.09,0.06,0.09,0.03,0.06,0.06,0.03,0.15,0.06,0.00,0.00",20,,
us,most expensive luxury watches,luxury watch,,,,luxury watch brands,90,28,0.43,1.00,207,Informational,"People Also Ask, AI Overview, Site Links, Video, Image, Video Carousel","0.50,0.64,0.78,0.78,0.78,0.64,0.78,1.00,1.00,0.64,0.64,0.78",20,,
us,ranking of luxury watch brands,luxury watch,,,,luxury watch brands,70,26,0.23,0.50,102,"Informational, Commercial","Site Links, Video, People Also Ask, Related Searches, AI Overview","0.12,0.28,0.43,0.15,0.34,0.15,0.21,0.28,1.00,0.28,0.34,0.34",20,,
us,world expensive watches,luxury watch,,,,luxury watch brands,40,23,0.42,0.86,172,"Informational, Commercial","Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.66,0.05,0.00,0.05,0.02,0.28,0.00,0.17,0.43,0.00,0.66,0.53",20,,
us,most expensive mens watch in the world,luxury watch,,,,luxury watch brands,40,23,0.31,1.00,126,"Informational, Commercial","Image, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Reviews, Site Links, Video","0.27,0.18,0.18,0.45,0.36,0.45,0.45,0.45,1.00,0.18,0.45,0.45",20,,
us,most expensive watch companies,luxury watch,,,,luxury watch brands,90,25,0.47,0.93,211000000,Informational,"Popular Products, Related Searches, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask","0.03,0.06,0.06,0.05,0.03,0.05,0.44,0.05,0.01,0.03,0.01,0.00",20,,
us,the most expensive wrist watch brand,luxury watch,,,,luxury watch brands,70,22,0.00,0.67,169,"Informational, Commercial","Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview","0.64,0.35,0.35,0.50,0.50,0.50,0.64,1.00,0.64,0.50,0.50,0.50",20,,
us,what are the most expensive watch brands,luxury watch,,,,luxury watch brands,70,26,0.32,0.60,132,Informational,"Site Links, Video, People Also Ask, Related Searches, AI Overview","0.23,0.29,0.29,1.00,0.23,0.23,0.29,0.41,0.52,0.29,0.29,0.64",20,,
us,high end watch reviews,luxury watch,,,,luxury watch brands,70,27,1.03,0.75,160,"Informational, Commercial","People Also Ask, Related Searches, AI Overview, Site Links, Video, Video Carousel","0.10,0.28,0.10,0.35,0.05,0.07,0.07,0.07,0.17,0.12,0.17,0.10",20,,
us,most expensive mens watch brands,luxury watch,,,,luxury watch brands,90,17,0.00,0.65,129,"Informational, Commercial","Site Links, Video, Image, Video Carousel, People Also Ask, AI Overview, Reviews, Popular Products, Related Searches","0.52,0.82,0.64,0.64,0.82,0.41,0.41,0.41,0.41,0.23,0.41,0.41",20,,
us,most expensive watche,luxury watch,,,,luxury watch brands,50,20,0.56,0.97,171,Informational,"AI Overview, Image Pack, Site Links, Video, People Also Ask, Popular Products, Related Searches","0.05,0.03,0.01,0.66,0.06,0.01,0.03,0.03,0.00,0.01,1.00,0.00",20,,
us,most expensive wrist watch for men,luxury watch,,,,luxury watch brands,50,26,0.37,1.00,173,"Informational, Commercial","People Also Ask, Related Searches, AI Overview, Site Links, Video, Image","0.00,0.00,0.00,0.08,0.08,0.18,0.35,0.08,0.08,0.08,0.15,0.08",20,,
us,the expensivest watch in the world,luxury watch,,,,luxury watch brands,90,18,0.42,0.86,177,"Informational, Commercial","Site Links, Video, People Also Ask, Popular Products, AI Overview, Image Pack, Image, Video Carousel, Related Searches","0.02,0.00,0.00,0.00,0.00,0.02,0.00,0.05,0.03,1.00,0.07,0.13",20,,
us,the most expensive watches in the world,luxury watch,,,,luxury watch brands,50,29,0.42,0.86,102000000,Informational,"People Also Ask, Popular Products, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image, Video Carousel","0.17,0.02,0.12,0.07,0.05,0.07,0.12,0.12,0.10,0.10,0.10,0.10",20,,
us,top 10 expensive watches for men,luxury watch,,,,luxury watch brands,30,24,0.68,1.00,85300000,"Informational, Commercial","Video, People Also Ask, Discussions And Forums, AI Overview, Site Links, Image, Video Carousel, Popular Products, Related Searches","0.29,0.23,0.23,0.11,0.17,0.23,0.11,0.23,0.11,0.11,0.11,0.11",20,,
us,who owns the most expensive watch,luxury watch,,,,luxury watch brands,50,25,0.00,0.33,139,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.19,0.19,0.14,0.19,0.52,0.14,0.14,0.14,0.52,0.19,0.14,0.14",20,,
us,good brand in watch,luxury watch,,,,luxury watch brands,70,29,1.21,1.00,190,"Informational, Commercial","Video, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.11,0.11,0.11,0.07,0.07,0.00,0.00,0.00,0.00,1.00,0.00,0.00",20,,
us,highest selling watch brands,luxury watch,,,,luxury watch brands,90,19,0.19,0.74,161,"Informational, Commercial","Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.63,0.45,0.45,0.81,0.63,1.00,1.00,1.00,0.81,0.63,0.81,0.81",20,,
us,luxury watch brand ranking,luxury watch,,,,luxury watch brands,90,21,0.08,0.81,140,"Informational, Commercial","Site Links, Video, People Also Ask, Related Searches, AI Overview","0.14,0.10,0.08,0.10,0.18,0.35,0.04,0.29,0.66,0.04,0.04,0.06",20,,
us,most exspensive watches,luxury watch,,,,luxury watch brands,30,26,0.56,0.97,201000000,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video, Image","0.02,0.01,0.12,0.02,0.02,0.05,0.00,0.00,0.00,0.00,0.00,0.01",20,,
us,most sought after watches,luxury watch,,,,luxury watch brands,40,26,0.32,1.00,196,"Informational, Commercial","Site Links, Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview","0.27,0.36,0.45,0.45,0.36,0.27,0.27,0.18,0.45,0.36,0.45,0.36",20,,
us,most well known watches,luxury watch,,,,luxury watch brands,30,24,0.96,0.99,176,Informational,"Related Searches, Discussions And Forums, Site Links, Video, Image, Video Carousel, AI Overview, People Also Ask, Popular Products","0.00,1.00,0.55,0.00,0.00,1.00,0.00,0.44,0.77,0.55,0.77,0.55",20,,
us,nicest looking watches,luxury watch,,,,luxury watch brands,90,28,0.76,1.00,172,"Informational, Commercial","Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links, Video, Image","0.42,0.66,0.42,0.33,0.52,0.42,0.80,0.66,0.52,0.33,0.42,0.66",20,,
us,top ten watch brands in the world,luxury watch,,,,luxury watch brands,70,26,0.51,0.99,867000000,"Informational, Commercial","Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview, Site Links","0.78,0.50,0.21,0.35,0.50,0.50,0.64,0.78,0.64,0.78,0.64,0.78",20,,
us,who has the most expensive watch in the world,luxury watch,,,,luxury watch brands,50,20,0.00,0.10,147,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.15,0.07,0.15,0.26,0.42,0.15,0.19,0.15,0.26,0.15,0.15,0.07",20,,
us,who owns the most expensive watch in the world,luxury watch,,,,luxury watch brands,90,24,0.00,0.33,145,Informational,"Image Pack, Site Links, Video, Featured Snippet, Video Carousel, People Also Ask, Related Searches","0.06,0.06,0.06,0.06,0.29,0.12,0.15,0.19,0.15,0.15,0.09,0.09",20,,
us,brands similar to rolex,luxury watch,,,,luxury watch brands,70,15,0.64,1.00,10900000,Informational,"Related Searches, AI Overview, Site Links, Video, People Also Ask","0.41,0.41,0.29,0.29,0.41,0.41,0.52,0.82,0.64,0.41,0.52,0.64",20,,
us,c watch brand,luxury watch,,,,luxury watch brands,70,29,2.04,0.86,179,"Informational, Commercial","People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video, Image","0.26,0.26,0.34,0.26,0.26,0.42,0.34,0.34,0.34,0.26,0.19,0.26",20,,
us,most costliest watches,luxury watch,,,,luxury watch brands,70,22,0.46,0.99,176,"Informational, Commercial","Video, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links","0.00,0.00,0.00,0.00,0.00,0.03,0.02,0.08,0.08,1.00,0.07,0.16",20,,
us,most expensive watch top 10,luxury watch,,,,luxury watch brands,50,20,0.43,1.00,176,Informational,"Popular Products, Related Searches, AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask","0.12,0.43,0.02,0.05,0.00,0.07,0.17,0.23,0.53,0.66,0.07,0.53",20,,
us,most expensive watchs,luxury watch,,,,luxury watch brands,40,21,0.46,0.99,171,Informational,"Image, People Also Ask, Related Searches, AI Overview, Site Links, Video","0.00,0.01,0.01,0.00,0.01,0.01,0.01,0.00,0.00,0.11,0.00,0.00",20,,
us,top 20 most expensive watches,luxury watch,,,,luxury watch brands,50,21,0.00,0.99,127,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Video, Video Carousel","0.10,0.17,0.12,0.23,0.17,0.12,0.28,0.10,0.10,0.05,0.07,0.05",20,,
us,top 3 watch brands,luxury watch,,,,luxury watch brands,90,28,0.58,0.93,186,"Informational, Commercial","Site Links, Video, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.82,0.41,0.64,0.52,0.41,0.41,0.52,0.82,0.52,0.64,0.64,0.82",20,,
us,watch brands ranked by prestige,luxury watch,,,,luxury watch brands,40,27,0.00,0.04,94,Informational,"AI Overview, Site Links, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.18,1.00,0.36,0.36,0.45,0.18,0.18,0.27,0.18,0.36,0.18,0.18",20,,
us,what are the most expensive watches in the world,luxury watch,,,,luxury watch brands,90,23,0.25,0.52,122,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.09,0.14,0.66,0.19,0.19,0.14,1.00,0.33,0.09,0.42,0.52,0.66",20,,
us,what are top 10 watches brands,luxury watch,,,,luxury watch brands,40,26,0.00,0.29,546000000,"Informational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.14,0.14,0.00,0.14,0.14,0.14,0.14,0.14,0.14,0.00,0.14,0.14",20,,
us,most expensive wrist watches,luxury watch,,,,luxury watch brands,50,28,0.56,0.97,87300000,"Informational, Commercial","Video Carousel, People Also Ask, Popular Products, Site Links, Related Searches, Discussions And Forums, AI Overview, Video, Image","0.03,0.00,0.28,0.00,0.06,0.00,0.03,0.81,0.03,0.06,0.00,0.03",20,,
us,most expensuve watch,luxury watch,,,,luxury watch brands,70,25,0.46,0.99,146,Informational,"People Also Ask, Related Searches, AI Overview, Site Links, Video, Video Carousel","0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
us,most sold watch brand,luxury watch,,,,luxury watch brands,70,20,0.70,0.89,2530000000,Informational,"AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.63,0.81,0.81,0.63,0.63,0.81,0.45,0.45,0.45,0.45,0.36,0.45",20,,
us,top ten watch makes,luxury watch,,,,luxury watch brands,50,21,0.18,0.91,164,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.77,0.22,0.77,0.77,0.55,0.77,0.77,0.77,0.22,0.77,0.77,0.22",20,,
us,watch luxury tier,luxury watch,,,,luxury watch brands,50,20,0.00,0.20,134,Informational,"Image Pack, Site Links, Video, People Also Ask, Related Searches, Discussions And Forums","0.64,0.64,0.64,0.14,0.35,0.50,0.35,0.35,0.35,0.14,0.00,0.00",20,,
us,watches categories by brand,luxury watch,,,,luxury watch brands,50,22,0.00,0.13,184,Informational,"People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video","0.45,0.63,0.45,0.45,0.36,0.45,0.63,0.81,0.18,0.00,0.18,0.18",20,,
us,how much is the most expensive watch,luxury watch,,,,luxury watch brands,70,22,0.00,0.66,116,Informational,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.23,0.33,0.23,0.23,0.42,0.33,0.42,0.66,0.80,0.19,0.19,0.52",20,,
us,most expensive watches of the world,luxury watch,,,,luxury watch brands,40,26,0.42,0.86,134,Informational,"Video, People Also Ask, Related Searches, AI Overview, Site Links","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",20,,
us,swiss made watch brands ranking,luxury watch,,,,luxury watch brands,70,19,0.10,0.49,158,"Informational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Related Searches, Discussions And Forums, AI Overview","0.63,0.63,0.45,0.45,0.63,0.63,0.81,0.63,0.63,0.45,0.45,0.63",20,,
us,swiss watch brand list,luxury watch,,,,luxury watch brands,40,28,0.59,0.46,158,Informational,"Video, Image, Video Carousel, People Also Ask, Related Searches, AI Overview, Reviews","0.36,0.36,1.00,0.45,0.36,0.27,0.36,0.45,0.18,0.00,0.09,0.09",90,,
us,too watch brands,luxury watch,,,,luxury watch brands,50,27,0.70,1.00,176,"Informational, Commercial","AI Overview, Site Links, Video, People Also Ask, Popular Products, Related Searches, Short Videos","0.21,0.15,0.21,0.15,0.06,0.09,0.15,0.06,0.06,0.06,0.06,0.12",20,,
us,top 3 brands of watches,luxury watch,,,,luxury watch brands,70,26,0.58,0.93,126,Informational,"AI Overview, Site Links, Video, Image, Video Carousel, People Also Ask, Related Searches, Discussions And Forums","0.64,0.50,0.35,0.50,0.50,0.50,0.64,1.00,0.64,0.50,0.64,0.78",20,,
us,watch companies ranked,luxury watch,,,,luxury watch brands,70,27,0.07,0.49,151,Informational,"Related Searches, AI Overview, Site Links, Video, Video Carousel, People Also Ask","0.50,0.50,0.50,0.50,0.50,0.50,0.35,0.78,0.64,0.35,0.35,0.35",20,,
us,watches ranked,luxury watch,,,,luxury watch brands,70,29,2.52,0.28,162,"Informational, Commercial","Image Pack, Site Links, Video, People Also Ask, Related Searches","0.15,0.15,0.11,0.26,0.26,0.19,0.26,0.34,0.26,0.26,1.00,0.26",20,,
us,biggest watch companies,luxury watch,,,,luxury watch brands,70,28,0.00,0.24,159,"Informational, Commercial","Site Links, Video, People Also Ask, Related Searches, AI Overview","0.50,0.64,0.50,0.64,0.64,0.64,0.64,0.64,0.50,0.50,0.50,0.50",20,,
us,is being a good watch brand,luxury watch,,,,luxury watch brands,50,25,0.00,0.00,4860000,Informational,"Video, Video Carousel, People Also Ask, Related Searches, AI Overview, Site Links","1.00,0.00,0.07,0.14,0.07,1.00,0.14,1.00,0.00,0.00,0.78,0.78",20,,
us,reliable watch brands,luxury watch,,,,luxury watch brands,70,21,0.53,1.00,254000000,Informational,"Video Carousel, People Also Ask, Popular Products, Related Searches, AI Overview, Site Links, Video","0.17,0.12,0.17,0.17,0.17,0.23,0.28,0.35,0.23,0.17,0.23,0.12",20,,
us,swiss brand watches rankings,luxury watch,,,,luxury watch brands,50,15,0.10,0.49,165,Informational,"AI Overview, Site Links, Video, Video Carousel, People Also Ask, Discussions And Forums","0.33,0.33,0.23,0.33,0.33,0.33,0.00,0.00,0.33,0.23,0.23,0.00",20,,
us,watch brand categories,luxury watch,,,,luxury watch brands,70,21,0.00,0.26,168,Informational,"People Also Ask, Related Searches, Image Pack, Site Links, Video","0.29,0.29,0.29,0.29,0.23,0.29,0.41,0.52,0.17,0.11,0.11,0.11",20,,
us,watch brand levels,luxury watch,,,,luxury watch brands,70,15,0.00,0.06,507000000,Informational,"People Also Ask, Related Searches, Discussions And Forums, AI Overview, Image Pack, Site Links, Video, Video Carousel","0.41,0.41,0.41,0.41,0.41,0.41,0.17,0.82,0.11,0.17,0.17,0.11",20,,
us,watch brands beginning with a,luxury watch,,,,luxury watch brands,70,26,1.30,0.35,117,"Informational, Commercial","Site Links, Video, Video Carousel, People Also Ask, Related Searches","0.52,0.52,0.52,0.42,0.42,0.14,0.19,0.33,0.42,0.23,0.42,0.52",20,,
us,level watch brand,luxury watch,,,,luxury watch brands,70,21,0.00,0.06,1750000000,Informational,"Popular Products, Related Searches, AI Overview, Image Pack, Site Links, Image, Video Carousel, People Also Ask, Video","0.50,0.50,0.28,0.50,0.50,0.50,0.14,1.00,0.14,0.14,0.14,0.14",20,,
us,most expensive wathces,luxury watch,,,,luxury watch brands,40,20,0.36,0.85,165,"Informational, Commercial","Video, Image, Adwords Bottom, Video Carousel, Site Links, People Also Ask, Related Searches, Adwords Middle, AI Overview","0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",20,,
us,ranking of watch brands,luxury watch,,,,luxury watch brands,50,28,2.52,0.28,88,Informational,"Related Searches, Short Videos, Discussions And Forums, AI Overview, Site Links, Video, Video Carousel, People Also Ask","0.05,0.05,0.04,0.05,0.07,0.05,0.07,0.05,0.05,0.04,0.05,0.04",20,,
us,rolex date two tone,luxury watch,,,,rolex datejust watches,40,19,1.85,1.00,184,Informational,"Image Pack, Site Links, Video, Image, People Also Ask, Related Searches, Discussions And Forums","0.11,1.00,0.23,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",20,,
us,rolex datejust watch for men,luxury watch,,,,rolex datejust watches,70,29,1.93,0.94,175,Transactional,"Site Links, Video, Video Carousel, People Also Ask, Related Searches, AI Overview","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00",20,,
us,datejust oyster rolex,luxury watch,,,,rolex datejust watches,50,28,1.49,1.00,6890000,"Navigational, Transactional","Discussions And Forums, Image Pack, Site Links, Video, Image, People Also Ask, Popular Products, Related Searches","0.00,0.03,0.15,1.00,0.06,0.09,0.03,0.03,0.03,0.00,0.03,0.09",20,,
us,men rolex datejust,luxury watch,,,,rolex datejust watches,50,25,1.93,1.00,201,Transactional,"Video Carousel, People Also Ask, Related Searches, Site Links, Video","0.07,0.05,0.11,0.11,0.09,0.03,0.00,0.03,0.05,0.03,0.03,0.00",20,,
us,rolex datejust 42mm,luxury watch,,,,rolex datejust watches,90,24,0.38,1.00,190,"Informational, Transactional","People Also Ask, Popular Products, Related Searches, Image Pack, Site Links, Video","0.11,0.11,0.07,0.07,0.11,0.11,0.05,0.05,0.07,0.07,0.01,0.04",20,,
us,mens oyster perpetual datejust,luxury watch,,,,rolex datejust watches,70,20,1.03,1.00,192,"Informational, Commercial","Related Searches, AI Overview, Image Pack, Site Links, Video, Video Carousel, People Also Ask","0.50,0.64,0.64,0.64,0.50,0.64,0.50,0.14,0.50,0.35,0.50,0.14",20,,
us,oyster perpetual datejust mens,luxury watch,,,,rolex datejust watches,70,15,0.63,1.00,4090000,Transactional,"Video, Image, Video Carousel, People Also Ask, Popular Products, Related Searches, Image Pack, Site Links","1.00,0.78,0.35,0.50,0.50,0.50,0.50,0.14,0.64,0.35,0.50,0.14",20,,
us,what is a datejust watch,luxury watch,,,,rolex datejust watches,50,17,1.59,0.66,190,Informational,"Site Links, People Also Ask, Reviews, Video, Image, Video Carousel, Popular Products, Related Searches, AI Overview","0.14,0.00,0.50,0.35,0.14,0.14,0.21,1.00,0.78,0.14,0.35,0.14",20,,
us,gold rolex datejust watch,luxury watch,,,,rolex datejust watches,90,21,1.72,0.97,189,Transactional,"Site Links, Video, Related Searches","0.12,0.34,0.21,1.00,0.43,0.15,0.15,0.21,0.21,0.21,0.15,0.06",20,,
us,men's oyster perpetual datejust,luxury watch,,,,rolex datejust watches,70,22,1.03,1.00,187,"Informational, Transactional","Site Links, Video, Image, Adwords Bottom, Video Carousel, People Also Ask, Related Searches","0.34,0.26,0.34,0.26,0.11,0.15,0.15,0.26,0.15,0.19,0.15,0.26",20,,
us,men's rolex datejust oyster perpetual,luxury watch,,,,rolex datejust watches,50,17,0.68,1.00,167,Transactional,"Image, Adwords Bottom, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links, Video","0.15,0.09,0.21,0.03,1.00,0.12,0.06,0.15,0.12,0.06,0.03,0.06",20,,
us,rolex datejust 41mm for sale,luxury watch,,,,rolex datejust watches,40,19,0.37,0.88,3610000,"Informational, Transactional","Local Pack, Site Links, Video, Image, Related Searches, Knowledge Panel","0.42,0.07,0.07,0.26,0.26,0.15,0.15,0.11,0.42,0.26,0.11,0.15",20,,
us,rolex datejust men's,luxury watch,,,,rolex datejust watches,30,22,1.44,1.00,199,Transactional,"Image Pack, Site Links, Video, Image, People Also Ask, Related Searches","0.07,0.07,0.07,0.42,0.07,0.07,0.00,0.07,0.07,0.07,0.07,0.07",20,,
us,rolex datejust sale,luxury watch,,,,rolex datejust watches,50,16,0.28,1.00,171,Transactional,"Site Links, Video, Related Searches","0.19,0.23,0.23,0.23,0.14,0.80,0.33,0.52,0.52,1.00,0.19,0.42",20,,
us,rolex mens datejust oyster perpetual,luxury watch,,,,rolex datejust watches,50,28,1.32,1.00,190,"Informational, Transactional","Video Carousel, People Also Ask, Popular Products, Related Searches, Site Links, Video","0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,1.00,0.00,0.00,0.00",20,,
us,rolex oyster perpetual datejust mens,luxury watch,,,,rolex datejust watches,50,28,1.32,1.00,197,Transactional,"Video, Image, People Also Ask, Related Searches, AI Overview, Image Pack, Site Links","0.05,0.05,0.07,0.01,0.01,0.01,0.11,0.11,0.00,0.00,0.00,0.01",20,,
us,rolex two tone date,luxury watch,,,,rolex datejust watches,30,22,1.85,1.00,185,Transactional,"Image, Adwords Bottom, People Also Ask, Related Searches, Discussions And Forums, Site Links, Video","0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",20,,
